halide_identifier,halide_SMILES
H511,CCOC(=O)C1=CC=C(C=C1)Br
H512,C1=CC(=CC=C1CCN)F
H513,CC(=O)C1=CC(=C(C=C1)OC)F
H514,C1=CC(=C(C(=C1)Cl)N)C(=O)O
H515,CC1=NC(=C(C=C1)C#N)Cl
H516,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)F
H517,CC(=O)NC1=CC(=CC=C1)F
H518,C1=CC(=CC=C1OC(=O)Cl)Cl
H519,C1=CC2=C(C=C1F)C(=O)C(=O)N2
H520,C1=C(N(C(=N)N=C1Cl)O)N
H521,CC1=C(C=C(C=C1)F)C#N
H522,C1COC2=C(C1=O)C=C(C=C2)F
H523,COC1=C(C=C(C=C1)C(=O)O)F
H524,C1=CC=C(C(=C1)[N+](=O)[O-])Br
H525,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)Br
H526,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Br
H527,C1=CC(=C(C=C1Br)C(F)(F)F)[N+](=O)[O-]
H528,C1=CC(=C(C=C1C(F)(F)F)C#N)Cl
H529,C1=CC(=C(C=C1C(F)(F)F)O)Cl
H530,C1=CC(=C(C=C1[N+](=O)[O-])C(F)(F)F)F
H531,C1=CC(=C(C=C1F)C(F)(F)F)[N+](=O)[O-]
H532,C1=CC(=CC=C1C(F)(F)F)I
H533,C1=C(C=NC(=C1Cl)N)C(F)(F)F
H534,C1=CC(=NC=C1C(F)(F)F)Cl
H535,CC1=C(C=C(C=C1)F)C(=O)O
H536,C1=C(C=C(C=C1C(F)(F)F)I)C(F)(F)F
H537,CN1C=NC(=C1Cl)[N+](=O)[O-]
H538,C1=CC(=C(C=C1F)C(=O)O)N
H539,C1=CC=C(C(=C1)CCN)F
H540,C1=CC(=C(C=C1F)N)C(=O)O
H541,C[Si](C)(C)N(C1=CC(=CC=C1)Cl)[Si](C)(C)C
H542,C1=C(C=NN1)Br
H543,C1=CC(=C(C=C1C(F)(F)F)N=C=O)Cl
H544,C1=CC(=C(C=C1N=C=O)C(F)(F)F)Cl
H545,COC1=NC(=NC(=N1)Cl)OC
H546,C1=CC(=C(C=C1C(F)(F)F)C=O)Cl
H547,C1=CC(=C(C=C1C(F)(F)F)C(=O)O)Cl
H548,C1=C(C=NC(=C1[N+](=O)[O-])N)Br
H549,C1=CC(=C(C=C1Cl)C(=O)O)N
H550,COC1=CC(=C(C=C1)Br)C(=O)O
H551,C1=CC(=C(C=C1C#N)[N+](=O)[O-])Cl
H552,CC1=CC(=C(C=C1)F)C#N
H553,CC1=CC(=C(C=C1)F)C(=O)O
H554,CC1=C(C(=CC=C1)[N+](=O)[O-])Br
H555,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)Br
H556,CC(=O)C1=C(C=CC(=C1)Cl)O
H557,CC(=O)C1=C(C=CC(=C1)Br)O
H558,CC(C(=O)C1=CC=C(C=C1)Br)Br
H559,CC1=C(C=CC(=C1)OC)Br
H560,COC1=C(C=C(C=C1)C#N)Br
H561,C1=C(C(=O)NC=C1C(F)(F)F)Cl
H562,C[Si](C)(C)N(C1=CC=C(C=C1)Br)[Si](C)(C)C
H563,COC(=O)C1=CC=CC=C1Br
H564,C1=CC(=CC=C1C(=O)CBr)F
H565,COC1=C(C=CC(=C1)Cl)O
H566,CC1=C(C(=NC(=N1)C)N)Cl
H567,C1=CC(=CC=C1C(=O)CCl)Cl
H568,CC1=C(C=C(C=C1)I)C
H569,CC1=CC(=CC(=C1)I)C
H570,CC1=CC(=C(C(=C1)Cl)N)C
H571,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)Br
H572,C1=CC(=CC(=C1)Br)CCO
H573,C1=CC=C(C(=C1)CCO)Br
H574,C1=CC=C(C=C1)I
H575,C1=CC(=CC(=C1)F)CCO
H576,C1=CC(=CC=C1C=C[N+](=O)[O-])Br
H577,C1=CC(=CC=C1C(=O)C(F)(F)F)Br
H578,C1=CC(=CC=C1C(=O)C(F)(F)F)F
H579,COC(=O)C(=CC1=CC=CC=C1Cl)C#N
H580,C1=CC(=CC(=C1)F)C(=O)C(F)(F)F
H581,C1=CC(=NC=C1Cl)N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
H582,C#CC1=CC=C(C=C1)F
H583,C1=CC(=C(C=C1Cl)N)C#N
H584,COC1=C(C(=CC=C1)F)C#N
H585,CN1C=C(C(=O)N(C1=O)C)F
H586,C1=CN=C(N=C1C(F)(F)F)Cl
H587,CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)Br)C(C)(C)C
H588,C1CNCCC1(C2=CC=C(C=C2)Br)O
H589,COC(=O)C1=CC=C(C=C1)Br
H590,C1=CC(=C(C=C1C(=O)Cl)[N+](=O)[O-])Cl
H591,COC1=CC(=CC(=C1O)C=O)Br
H592,CC(C)(C)C1=CC=C(C=C1)I
H593,COC1=CC(=C(C=C1)O)Cl
H594,COC1=C(C=C(C=C1)C=O)Br
H595,C1=CC=C(C(=C1)C(=O)O)F
H596,CN1C=C(C(=O)N(C1=O)C)Br
H597,CN1C=C(C(=O)N(C1=O)C)I
H598,CC1=CC(=C(C=C1Cl)C(=O)C)O
H599,CC(=O)C1=C(C(=CC(=C1)Cl)[N+](=O)[O-])O
H600,C1CN2CCC1C(C2)NC(=O)C3=CC(=CC=C3)Cl
H601,C1=CC(=C(C=C1O)F)C#N
H602,B(C1=CC(=CC=C1)Cl)(O)O
H603,B(C1=CC=C(C=C1)Cl)(O)O
H604,B(C1=CC=C(C=C1)F)(O)O
H605,C1=CC=C(C(=C1)C(=O)O)I
H606,C1=CC(=CC=C1C(=NO)N)F
H607,C1=CC(=C(C(=C1)Cl)C(=O)O)N
H608,CC1=CC(=C(C=C1)Br)[N+](=O)[O-]
H609,CC1=C(C=C(C=C1)Br)[N+](=O)[O-]
H610,C1=CC(=C(C(=C1)N)Cl)C(=O)O
H611,C1=CC(=CC(=C1)I)CBr
H612,CC1=NC(=CC=C1)Br
H613,CC1=NN(C(=O)C1)C2=CC(=CC=C2)Cl
H614,CC(C1=CC=CC=C1Br)O
H615,C1=CC(=C(C(=C1)F)C#N)N
H616,C1CC(=O)C2=C1C=C(C=C2)Cl
H617,C1CC(=O)C2=C1C=C(C=C2)Br
H618,C1=CC(=C(C(=C1)O)Cl)C(F)(F)F
H619,C1=C(OC(=C1)Br)C=O
H620,C1=CC(=C(C(=C1)F)C=O)C(F)(F)F
H621,C1=CC(=C(C=C1F)C(F)(F)F)C=O
H622,C1=CC(=C(C=C1F)C(F)(F)F)CBr
H623,C1=CC(=C(C(=C1)O)F)C(F)(F)F
H624,C1=CC(=C(C=C1C(F)(F)F)O)F
H625,C1=CC(=C(C=C1F)C(F)(F)F)C(=O)O
H626,C1=CC(=C(C=C1N)Cl)O
H627,C1=CC(=C(C=C1C(F)(F)F)Br)C(F)(F)F
H628,C1=CC(=CC=C1C(=O)CCC(=O)O)Cl
H629,CC1=C(C=CC(=C1)O)Br
H630,COC1=C(C=C(C(=C1)C(=O)O)Br)OC
H631,B(C1=CC(=CC=C1)Br)(O)O
H632,B(C1=CC(=CC=C1)F)(O)O
H633,B(C1=CC(=CC=C1)I)(O)O
H634,C1=CC=C(C(=C1)O)F
H635,C1=CC(=CC=C1O)Br
H636,CC1=C(C=CC(=C1)Cl)O
H637,CCC(C)N1C(=O)C(=C(NC1=O)C)Br
H638,C1=CC=C(C=C1)Br
H639,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N
H640,C1=CC=C(C(=C1)S(=O)(=O)Cl)Br
H641,C1=CC(=C(C(=C1)F)C(=O)O)N
H642,C1=C(SC(=C1)Cl)C=O
H643,CC(C)(C)[Si](C)(C)OC1=CC=C(C=C1)Br
H644,C1CN(CCN1)C2=CC=CC=C2F
H645,B(C1=CC=CC=C1Cl)(O)O
H646,B(C1=CC=CC=C1F)(O)O
H647,C1=CC(=CC(=C1)Cl)C(C(=O)O)O
H648,CC1=C(C(=CC=C1)Cl)N=C=O
H649,C1=CC(=C(C(=C1)F)C(=O)O)O
H650,C1=CC(=C(C=C1Cl)C=O)O
H651,C1=CC(=CC(=C1)Br)CCl
H652,CC1=C(N=CC=C1)Br
H653,C1=CC=C(C(=C1)O)Cl
H654,C1=CC(=C(C=C1[N+](=O)[O-])C=O)F
H655,C1=C(C=C(C=C1[N+](=O)[O-])I)[N+](=O)[O-]
H656,CC1=C(C(=CC=C1)C)F
H657,CCOC1=CC(=CC=C1)Br
H658,C1=CC(=C(C=C1[N+](=O)[O-])N)Br
H659,CC1=C(C=CC(=C1)I)N
H660,C[Si](C)(C)C1=CC=C(C=C1)Br
H661,C1=CC(=C(C=C1C(F)(F)F)C(=O)O)F
H662,C1=CC(=C(C=C1C(=O)O)C(F)(F)F)F
H663,C1=CC(=C(C=C1C(F)(F)F)F)C(=O)Cl
H664,C1=CC(=C(C=C1C(=O)Cl)C(F)(F)F)F
H665,C1=CC(=C(C=C1C(=O)O)F)C(F)(F)F
H666,C1=C(C=C(C=C1C(F)(F)F)F)C(=O)O
H667,C1=CC(=C(C=C1F)C(=O)O)C(F)(F)F
H668,C1=CC(=C(C(=C1)C(F)(F)F)F)C(=O)Cl
H669,C1=CC(=C(C=C1C(F)(F)F)C(=O)Cl)F
H670,C1=CC(=C(C(=C1)F)C(=O)Cl)C(F)(F)F
H671,C1=CC(=C(C=C1C(=O)Cl)F)C(F)(F)F
H672,C1=C(C=C(C=C1C(F)(F)F)F)C(=O)Cl
H673,C1=CC(=C(C=C1F)C(F)(F)F)C(=O)Cl
H674,C1=CC(=C(C=C1F)C(=O)Cl)C(F)(F)F
H675,C1=CC(=CC=C1OCC#N)Cl
H676,C1=CC(=C(C=C1OC(F)(F)F)Br)N
H677,COC1=NC(=NC=C1Br)OC
H678,COC1=NC(=NC=C1I)OC
H679,CCC1=CN=C(N=C1)Cl
H680,C1=CC(=C(N=C1)Cl)C(=O)Cl
H681,CC1=CC(=C(C(=C1N)C)Br)C
H682,CC1=CC=C(S1)I
H683,C1=CC(=C(C=C1Br)C(=O)O)O
H684,CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl
H685,COC1=C(C(=CC(=C1)C=O)I)OC
H686,CC1(COP(=O)(OC1C2=CC=CC=C2Cl)O)C
H687,COC(=O)C1=CC=CC=C1Cl
H688,C#CC1=CC=CC=C1Cl
H689,C1=CC(=CC=C1CC(=O)Cl)F
H690,CC(=O)C1=C(C=C(C=C1)F)O
H691,C#CC1=CC=CC=C1F
H692,CCC1=CC=C(C=C1)I
H693,C1=CC=C(C(=C1)C=CC(=O)O)Br
H694,CSC1=CC=C(C=C1)F
H695,C1=CC2=C(C(=C1)F)C(=O)OC2=O
H696,C1=C(SC(=C1)Br)C(=O)O
H697,C1=CC(=CC=C1C(C#N)O)Cl
H698,C1=CC(=C(C=C1C=O)C(F)(F)F)F
H699,C1=CC(=C(N=C1)Cl)C(F)(F)F
H700,CC1=CC(=C(C=C1)F)O
H701,C[Si](C)(C)OC1=CC=CC=C1Cl
H702,B(C1=CC=C(C=C1)I)(O)O
H703,C1=CC(=CC=C1F)S(=O)(=O)N=C=O
H704,C1=CC(=C(C(=C1)N=C=O)F)C(F)(F)F
H705,C1=CC(=C(C=C1C(F)(F)F)N=C=O)F
H706,C1=CC(=C(C(=C1)F)N=C=O)C(F)(F)F
H707,C1=CC(=C(C=C1F)C(F)(F)F)N=C=O
H708,C1=CC(=C(C=C1N=C=O)C(F)(F)F)F
H709,B(C1=CC=CC=C1Br)(O)O
H710,C1=CC(=C(C=C1C(F)(F)F)N=C=S)Cl
H711,CC1=C(C=C(C=C1)Cl)N=C=S
H712,CC1=CSC=C1Br
H713,C1=CC(=CC(=C1)I)N=C=S
H714,C1=CC(=CC=C1N=C=S)I
H715,C1=CC2=C(C=C1Br)C(=O)C(=O)N2
H716,C1=CC(=CC=C1N)Cl
H717,C1CCOC(C1)OC2=CC=C(C=C2)Br
H718,COC1=C(C(=C(C=C1)C=O)Br)O
H719,COC1=C(C=C(C=C1)Cl)N=C=O
H720,CC1=C(C=C(C=C1)N=C=O)Cl
H721,CC1=C(C=CC=C1Cl)N=C=O
H722,CC1=C(C=C(C=C1)Cl)N=C=O
H723,CC1=C(C=C(C=C1)N=C=O)F
H724,CC1=C(C=C(C=C1)F)N=C=O
H725,C1=CC(=C(C=C1[N+](=O)[O-])N=C=O)F
H726,C1=CC(=C(C=C1[N+](=O)[O-])Cl)N=C=O
H727,COC1=CC(=C(C=C1N=C=O)Cl)OC
H728,C1=CC(=C(C=C1[N+](=O)[O-])N=C=O)Cl
H729,CC1=CC(=C(C=C1N=C=O)N=C=O)Cl
H730,C1=CC=C(C(=C1)S(=O)(=O)N=C=O)Cl
H731,CC1=CC(=CC(=C1N=C=O)C)Br
H732,C1=CC(=CC(=C1)I)N=C=O
H733,CC(C)(C)C(=O)NC1=CC=CC=C1Cl
H734,C1=CC(=CC=C1N=C=O)I
H735,C1=C(NC=N1)Br
H736,C1=CC=C(C(=C1)C(C(=O)O)O)Cl
H737,CCOC(C1=CC=C(C=C1)Br)OCC
H738,C1=CC(=CC=C1CN)Br
H739,CC1=CC(=C(C=C1)OC)Br
H740,C1=CC(=C(C=C1C=O)C(F)(F)F)Cl
H741,CCNC1=NC(=NC(=N1)Cl)NC(C)C
H742,C1=CC(=C(C=C1F)C(=O)O)[N+](=O)[O-]
H743,C1=CC(=C(C(=C1)C(F)(F)F)Cl)C=O
H744,C1=CC=C(C(=C1)CC(=O)Cl)Br
H745,B(C1=C(C=CC(=C1)F)OC)(O)O
H746,B(C1=CC(=C(C=C1)F)C)(O)O
H747,C1=CC(=NC(=C1)Br)C(=O)O
H748,C[Si](C)(C)C#CC1=CC=CC=C1Br
H749,C1=CC(=C(C=C1Br)C(F)(F)F)N=C=O
H750,C1=CC=C(C=C1)Cl
H751,CC1=C(C=CC(=C1)O)Cl
H752,C1=CC=C(C(=C1)CN=C=O)Cl
H753,C1=CC(=CC=C1CN=C=O)F
H754,CC1=CC(=C(C=C1)F)N=C=O
H755,C1=CC=C(C(=C1)N=C=O)I
H756,CCNC1=NC(=NC(=N1)Cl)NC(C)C
H757,C1=CC=C(C=C1)Br
H758,C1=CC=C(C=C1)Cl
H759,CCOC(C1=CC(=CC=C1)Br)OCC
H760,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C
H761,CCNC1=NC(=NC(=N1)Cl)NCC
H762,CC(=O)C1=CC=C(C=C1)Cl
H763,C1=CC(=CC=C1C=O)Cl
H764,C1=CC(=CC=C1C=O)Cl
H765,C1=CC(=CC=C1C(=O)O)F
H766,C1=C(C(=O)NC(=O)N1)F
H767,COC(C1=CC=C(C=C1)Br)OC
H768,C1=CC=C(C(=C1)COC(=O)Cl)Cl
H769,C[Si](C)(C)C#CC1=CC=C(C=C1)Br
H770,C1=CC(=C(C=C1C=O)C#N)F
H771,C#CC1=CC=CC=C1Br
H772,C1=CC=C(C(=C1)C(CO)O)Cl
H773,CC1=CN=C(C=C1)Cl
H774,C1=C(C=C(C=C1N=C=O)F)C(F)(F)F
H775,C1=CC(=C(C=C1F)[N+](=O)[O-])N=C=O
H776,COC(C1=CC=C(C=C1)Cl)OC
H777,COC(=O)C1=CC(=CC=C1)Br
H778,B(C1=CC=C(S1)Cl)(O)O
H779,C[Si](C)(C)C#CC1=CC(=CC=C1)Br
H780,COC1=NC=C(C=C1)Br
H781,C1=CC(=NC=C1C#N)Cl
H782,C1=CC(=CC=C1CN=C=O)Br
H783,C1=CC(=C(C=C1Cl)N=C=O)[N+](=O)[O-]
H784,C1=CC(=C(C=C1C(F)(F)F)Cl)N=C=O
H785,C1=CC(=C(C=C1C=O)Br)O
H786,C1=CC(=C(C(=C1)Cl)N=C=O)C(F)(F)F
H787,CC1=CC(=C(C=C1)Cl)N=C=O
H788,CC1=C(C=CC(=C1)N=C=O)Br
H789,COC1=C(C=C(C=C1)N=C=O)Cl
H790,B(C1=C(C=CC(=C1)Cl)OC)(O)O
H791,C1=CC(=C(C=C1CC(C(=O)O)N)Cl)O
H792,B(C1=C(C=CC(=C1)Br)OC)(O)O
H793,B(C1=C(C=CC=C1Cl)OC)(O)O
H794,B(C1=C(C=CC=C1F)OC)(O)O
H795,C1=CN=C(C=N1)I
H796,CS(=O)(=O)NC1=CC=CC=C1F
H797,CCOC1=CC(=CC=C1)Cl
H798,C1=CC(=CC=C1OCC(=O)O)I
H799,CC1=C(C=C(C=C1)Br)N
H800,CC1=C(C=CC(=C1)C=O)F
H801,CC1=C(C=CC(=C1)C(=O)O)F
H802,COC(=O)C1=CC(=C(C=C1)N)I
H803,C1=CC(=C(C=C1I)C#N)C#N
H804,CCC1=C(C=CC(=C1)Br)N
H805,CC1=CC=C(S1)Br
H806,CC(C)OC1=CC(=CC=C1)Br
H807,C1=CC(=CC=C1CBr)I
H808,CC(=O)NC1=CC(=C(C=C1)Cl)N
H809,C1=CC(=NC=C1I)N
H810,C1=CC=C(C(=C1)CN=C=O)F
H811,C1=CC(=CC(=C1)F)CN=C=O
H812,C1=CC(=NC=C1CCl)Cl
H813,C1=C(C=C(C(=C1C#N)N)Br)[N+](=O)[O-]
H814,C1=CC(=C(C=C1C#N)Cl)N
H815,CC1=CC(=C(C=C1Br)C)OC
H816,C1=CC(=C(C=C1C=O)[N+](=O)[O-])F
H817,CC1=C(C=CC=C1Cl)C(=O)O
H818,C1=CC=C(C(=C1)OC(=O)Cl)Cl
H819,COC1=CC(=NC(=N1)N)Cl
H820,C1=CC(=NC=C1F)N
H821,C1=CC(=C(C=C1C(F)(F)F)Br)N
H822,CC1=C(N=CC=C1)Cl
H823,B(/C=C/C1=CC=C(C=C1)F)(O)O
H824,C#CC1=CC(=CC=C1)F
H825,C1=CC(=NC=C1Br)[N+](=O)[O-]
H826,COC1=NC(=CC=C1)Br
H827,CCOC(C1=CC=CC=C1Br)OCC
H828,CC1=C(C=CC(=C1)C#C)F
H829,C1=CC(=NC(=C1)Br)N
H830,C1=CN=C(C=C1N)Cl
H831,CC1=C(C=CC(=C1)Br)OC
H832,COC1=C(C=C(C=C1)F)C(=O)O
H833,COC1=C(C=C(C=C1)F)C=O
H834,CC1=C(C=C(C=C1)C=O)F
H835,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Br
H836,CC1=C(C=CC=C1Cl)OC
H837,C1=CC(=C(C=C1N=C=S)C(F)(F)F)Cl
H838,C1=CC(=C(C=C1C(F)(F)F)N=C=S)F
H839,C1=CC(=C(N=C1)Br)[N+](=O)[O-]
H840,C1=CC(=CC=C1CO)I
H841,B(/C=C/C1=CC=C(C=C1)Cl)(O)O
H842,C1=CC(=C(C=C1I)C=O)O
H843,C1=CC(=C(C=C1N=C=S)C(F)(F)F)F
H844,CC1=CC(=CN=C1N)Br
H845,C1=CC(=NC(=C1)Br)C=O
H846,COC1=C(C=CC(=C1)Cl)CO
H847,CCOP(=O)(CC1=CC=C(C=C1)Cl)OCC
H848,C1=CC(=C(C=C1F)C=O)O
H849,CC1=C(C=C(C=C1)CO)I
H850,COC1=C(C(=CC(=C1)C=O)F)O
H851,C1=CC(=C(C=C1CO)[N+](=O)[O-])F
H852,CC(C)(C)OC(=O)NC1=CC=C(C=C1)Br
H853,C1=CC(=C(C=C1[N+](=O)[O-])CO)F
H854,COC1=C(C=C(C=C1)F)C#N
H855,C1=CC(=NC=C1C(=O)Cl)Cl
H856,CC1=C(C=CC(=C1C)Br)OC
H857,C1=CC(=CC=C1OCC(=O)O)Br
H858,C1=CC(=CC=C1CN=C=O)Cl
H859,C1=CC=C(C(=C1)CCN=C=O)F
H860,C1=CC(=CC(=C1)Cl)CCN=C=O
H861,C1=CC(=CC=C1CCN=C=O)F
H862,C1=CC(=CC=C1CCN=C=O)Cl
H863,C1=CC(=C(N=C1)Cl)C#N
H864,C1=CC(=C(C=C1F)C(=O)O)S
H865,C1=CC(=O)NC=C1Br
H866,CC(C)(C)OC(=O)NC1=CC(=CC=C1)Br
H867,CC(=O)NC1=C(C=C(C=C1)Br)C(=O)OC
H868,COC(=O)C1=C(C=CC(=C1)Br)N
H869,CC1=C(C=CC(=C1)N)Cl
H870,CC1=CC(=C(C(=C1)Br)N)C
H871,COC1=C(C=CC(=C1)F)O
H872,COC(=O)C1=CC=CC=C1F
H873,COC1=CC(=C(C=C1)C=O)F
H874,CCOC(=O)C1=CC(=CC=C1)I
H875,C1=CC(=CC(=C1)I)C#N
H876,CC1=C(C(=CC=C1)Cl)C
H877,C1=C(C=C(C=C1C(F)(F)F)F)C=O
H878,C1=CC(=C(C=C1C(F)(F)F)F)C=O
H879,C1=CC(=C(C=C1C(F)(F)F)C=O)F
H880,CC1=C(C=CC=C1Br)N
H881,C1=CC=C(C(=C1)C(C(=O)O)O)Cl
H882,C1=C(C=C(C(=C1N)O)[N+](=O)[O-])Cl
H883,CCOC(=O)C1=CN=C(C=C1)Cl
H884,CC(C)(C)OC(=O)NC1=CC=CC=C1Br
H885,C1=C(OC(=C1)Cl)C=O
H886,C1=CC=C(C(=C1)CC#N)I
H887,C1=CC=C(C(=C1)CC(=O)O)I
H888,CNC1=CC=CC=C1Cl
H889,CNC1=CC(=CC=C1)Cl
H890,COC1=C(C=C(C=C1)C(=O)OC)I
H891,C1=CC=C(C(=C1)F)S(=O)(=O)Cl
H892,C1=CC(=CC(=C1)S(=O)(=O)Cl)F
H893,CC1=C(C=CC(=C1)C(=O)O)Br
H894,C1CCOC(C1)OC2=CC(=CC=C2)Br
H895,CC1=C(C=CC(=C1)Cl)OC
H896,COC(=O)C1=CC=CC=C1I
H897,CC1=C(C=CC(=C1)C(=O)OC)Br
H898,CC(=O)NC1=C(C=C(C=C1)Cl)C(=O)OC
H899,C1=CC=C(C(=C1)C=NO)Cl
H900,CC1=C(N=CC=C1)F
H901,CC1=CC(=NC=C1)F
H902,CC1=NC(=CC=C1)F
H903,COC1=C(C=CC(=C1)Br)O
H904,C1=CC(=CC(=C1)Br)CCN
H905,C1=CC=C(C(=C1)CCN)Br
H906,CC(=O)C1=C(C(=CC(=C1)Br)[N+](=O)[O-])O
H907,C1=C[N+](=C(C=C1[N+](=O)[O-])Cl)[O-]
H908,C1C(O1)C2=CC=C(C=C2)Br
H909,C1C(O1)C2=CC=C(C=C2)Cl
H910,C1C(O1)C2=CC=C(C=C2)F
H911,C1=CC(=CC=C1C(=O)C=CC(=O)O)Cl
H912,C1=CC(=CC=C1OCCC#N)Cl
H913,C1C(=O)N(C2=C(N1)C=CC(=C2)Cl)CCC(=O)O
H914,C1=CC(=CC=C1OC(F)(F)F)I
H915,C1=CC(=NC=C1CN)Cl
H916,C1=CC(=NC=C1CO)Cl
H917,C1=CC=C(C(=C1)C(=O)NN)F
H918,C1=CC(=CC(=C1)F)C(=O)NN
H919,C1=CC(=CC=C1C(=O)NN)F
H920,COC1=CC(=C(C=C1N)OC)Cl
H921,COC1=NC(=NC=C1)Cl
H922,COC1=C(C(=CC=C1)F)C=O
H923,CC(COC1=CC=C(C=C1)F)O
H924,CC(COC1=CC=C(C=C1)F)O
H925,C1=CC(=CC=C1OCC(CCl)O)F
H926,C1=CC(=CC=C1OCC(CCl)O)F
H927,C1=CC=C(C(=C1)C=CC(=O)Cl)Cl
H928,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)O
H929,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)Cl
H930,C1=CC(=C(C(=C1)C(F)(F)F)F)C(=O)N
H931,C1=CC(=C(C(=C1)C(F)(F)F)F)CC#N
H932,C1=CC(=C(C(=C1)C(F)(F)F)F)CBr
H933,C1=CC(=C(C(=C1)C(F)(F)F)F)CC(=O)O
H934,C1C(CC(=O)CC1=O)C2=CC=C(C=C2)F
H935,C1=CN=C(C=C1C(=O)O)Cl
H936,C1=CC=C(C(=C1)S(=O)(=O)N)Cl
H937,C1COC2=C(O1)C=CC(=C2)Br
H938,CCOC1=CC=C(C=C1)I
H939,C1=CC(=CC=C1CS)F
H940,C1=CC(=CN=C1)I
H941,C1=CC(=C(C(=C1)F)CO)C(F)(F)F
H942,C1=CC(=C(C(=C1)F)C(=O)N)C(F)(F)F
H943,C1=CC(=C(C(=C1)F)CBr)C(F)(F)F
H944,C1=CC(=C(C(=C1)F)CC#N)C(F)(F)F
H945,C1=CC(=C(C(=C1)F)CC(=O)O)C(F)(F)F
H946,C1C(CC(=O)CC1=O)C2=CC=C(C=C2)Cl
H947,C1=C(C=C(C=C1N)Br)C(F)(F)F
H948,CC1=CC(=C(C=C1)I)[N+](=O)[O-]
H949,CC(=O)NC1=CC=CC=C1Br
H950,CC1=C(C=C(C=C1)Cl)O
H951,CC(=O)C1=CC=CC=C1I
H952,CC(C1=CC(=CC=C1)Br)O
H953,C1=CC(=C(C=C1N)N)F
H954,C1=CC(=C(C=C1Cl)N)S
H955,CC1=[N+](C=CC(=C1OC)Cl)[O-]
H956,B(C1=CC(=C(C=C1)C=O)F)(O)O
H957,B(C1=C(C=CC(=C1)Cl)OCC)(O)O
H958,B(C1=C(C=CC(=C1)Cl)OC(C)C)(O)O
H959,B(C1=C(C=CC(=C1)Cl)OCCCC)(O)O
H960,COC1=CC(=C(C=C1)F)C=O
H961,C1=C(C=C(C(=C1[N+](=O)[O-])N)Br)C(F)(F)F
H962,C1=C(SC(=C1)Cl)S(=O)(=O)N
H963,C1=CC=C(C(=C1)F)S(=O)(=O)N
H964,C1=CC(=CC(=C1)S(=O)(=O)N)F
H965,C1=CC(=CC=C1F)S(=O)(=O)N
H966,C1=C(SC(=C1)Br)S(=O)(=O)N
H967,C1=CC(=C(C=C1Br)OC(F)(F)F)S(=O)(=O)Cl
H968,C1=C(C(=NC(=O)N1C2C(C(C(O2)CO)O)O)N)F
H969,CC1=CC(=C(N=C1)N)Br
H970,C1C(=O)NC2=C(S1)C=C(C=C2)Cl
H971,C1C(=C(C2=C(O1)C=CC(=C2)F)Cl)C=O
H972,CC(=O)C1=C(C(=CC(=C1)F)[N+](=O)[O-])O
H973,C1=CC(=C(C=C1[N+](=O)[O-])C#N)F
H974,C1=C(SC(=C1)Cl)S(=O)(=O)Cl
H975,CC1=C(C(=NO1)C)Br
H976,C1=CC=C(C(=C1)S(=O)(=O)Cl)Cl
H977,C1=CC(=CC(=C1)Cl)S(=O)(=O)Cl
H978,COC1=C(C=C(C=C1)Br)S(=O)(=O)Cl
H979,CC1=CC(=C(C=C1)NC(=O)C)Br
H980,C1=C(SC(=C1)Br)[N+](=O)[O-]
H981,C1=CC(=C(C=C1C(=O)O)F)O
H982,C1=CC(=CC=C1C(=O)CCCl)Br
H983,CC1=C(C=CC=C1Cl)S(=O)(=O)Cl
H984,C1=CC(=CC(=C1)Br)S(=O)(=O)Cl
H985,CC1=C(C(=CC=C1)Br)[N+](=O)[O-]
H986,C1=C(C(=CC(=C1S(=O)(=O)N)Cl)O)C(=O)O
H987,C1=CC(=CC=C1OCCC#N)F
H988,C1=CC(=CC=C1OCCC(=O)O)F
H989,C1=CC(=CC=C1OCC(=O)NN)F
H990,C1=CC(=CC=C1C(=O)CCC(=O)O)Br
H991,C1CC(=O)NN=C1C2=CC=C(C=C2)Br
H992,CC(=O)C=CC1=CC=C(C=C1)Cl
H993,CC(=O)CC(=O)C1=C(C=CC(=C1)Br)O
H994,CC(=O)CC(=O)C1=C(C=CC(=C1)Cl)O
H995,C1=CC(=C(C=C1Cl)C(=O)N)[N+](=O)[O-]
H996,C1C(=C(C2=C(O1)C=CC(=C2)Cl)Cl)C=O
H997,CS(=O)(=O)C1=CC=C(C=C1)Cl
H998,CSC1=CC=C(C=C1)Cl
H999,CSC1=CC(=CC=C1)Br
H1000,C1=CC(=C(C=C1S(=O)(=O)Cl)C#N)F
